date,county,state,fips,cases,deaths
2021-08-16,Sutter,California,6101.0,11014,130.0
2021-08-16,Tehama,California,6103.0,6228,66.0
2021-08-16,Trinity,California,6105.0,476,3.0
2021-08-16,Tulare,California,6107.0,62394,856.0
2021-08-16,Tuolumne,California,6109.0,5148,78.0
2021-08-16,Ventura,California,6111.0,90534,1052.0
2021-08-16,Yolo,California,6113.0,16399,225.0
2021-08-16,Yuba,California,6115.0,7584,51.0
2021-08-17,Alameda,California,6001.0,104448,1305.0
2021-08-17,Alpine,California,6003.0,91,0.0
2021-08-17,Amador,California,6005.0,4270,50.0
2021-08-17,Butte,California,6007.0,16421,206.0
2021-08-17,Calaveras,California,6009.0,2627,58.0
2021-08-17,Colusa,California,6011.0,2513,18.0
2021-08-17,Contra Costa,California,6013.0,83655,848.0
2021-08-17,Del Norte,California,6015.0,2275,14.0
2021-08-17,El Dorado,California,6017.0,13095,122.0
2021-08-17,Fresno,California,6019.0,119301,1753.0
2021-08-17,Glenn,California,6021.0,3203,27.0
2021-08-17,Humboldt,California,6023.0,6252,59.0
2021-08-17,Imperial,California,6025.0,32655,745.0
2021-08-17,Inyo,California,6027.0,1509,39.0
2021-08-17,Kern,California,6029.0,118360,1436.0
2021-08-17,Kings,California,6031.0,26140,256.0
2021-08-17,Lake,California,6033.0,4911,68.0
2021-08-17,Lassen,California,6035.0,6080,26.0
2021-08-17,Los Angeles,California,6037.0,1356392,24935.0
2021-08-17,Madera,California,6039.0,18817,249.0
2021-08-17,Marin,California,6041.0,15800,239.0
2021-08-17,Mariposa,California,6043.0,673,8.0
2021-08-17,Mendocino,California,6045.0,5332,55.0
2021-08-17,Merced,California,6047.0,34558,492.0
2021-08-17,Modoc,California,6049.0,581,7.0
2021-08-17,Mono,California,6051.0,1377,5.0
2021-08-17,Monterey,California,6053.0,46669,531.0
2021-08-17,Napa,California,6055.0,11000,83.0
2021-08-17,Nevada,California,6057.0,6752,77.0
2021-08-17,Orange,California,6059.0,295885,5161.0
2021-08-17,Placer,California,6061.0,29417,312.0
2021-08-17,Plumas,California,6063.0,866,6.0
2021-08-17,Riverside,California,6065.0,330342,4686.0
2021-08-17,Sacramento,California,6067.0,126983,1822.0
2021-08-17,San Benito,California,6069.0,6573,64.0
2021-08-17,San Bernardino,California,6071.0,323362,5301.0
2021-08-17,San Diego,California,6073.0,332183,3824.0
2021-08-17,San Francisco,California,6075.0,46442,567.0
2021-08-17,San Joaquin,California,6077.0,85307,1488.0
2021-08-17,San Luis Obispo,California,6079.0,24323,273.0
2021-08-17,San Mateo,California,6081.0,47650,592.0
2021-08-17,Santa Barbara,California,6083.0,38784,475.0
2021-08-17,Santa Clara,California,6085.0,128903,1774.0
2021-08-17,Santa Cruz,California,6087.0,18378,209.0
2021-08-17,Shasta,California,6089.0,15882,247.0
2021-08-17,Sierra,California,6091.0,96,0.0
2021-08-17,Siskiyou,California,6093.0,2876,40.0
2021-08-17,Solano,California,6095.0,38205,263.0
2021-08-17,Sonoma,California,6097.0,35264,338.0
2021-08-17,Stanislaus,California,6099.0,69910,1109.0
2021-08-17,Sutter,California,6101.0,11061,130.0
2021-08-17,Tehama,California,6103.0,6243,66.0
2021-08-17,Trinity,California,6105.0,476,3.0
2021-08-17,Tulare,California,6107.0,62510,856.0
2021-08-17,Tuolumne,California,6109.0,5192,82.0
2021-08-17,Ventura,California,6111.0,90691,1052.0
2021-08-17,Yolo,California,6113.0,16448,225.0
2021-08-17,Yuba,California,6115.0,7737,51.0
2021-08-18,Alameda,California,6001.0,104775,1309.0
2021-08-18,Alpine,California,6003.0,91,0.0
2021-08-18,Amador,California,6005.0,4301,50.0
2021-08-18,Butte,California,6007.0,16495,206.0
2021-08-18,Calaveras,California,6009.0,2642,59.0
2021-08-18,Colusa,California,6011.0,2522,18.0
2021-08-18,Contra Costa,California,6013.0,84067,848.0
2021-08-18,Del Norte,California,6015.0,2306,15.0
2021-08-18,El Dorado,California,6017.0,13198,122.0
2021-08-18,Fresno,California,6019.0,119941,1755.0
2021-08-18,Glenn,California,6021.0,3218,27.0
2021-08-18,Humboldt,California,6023.0,6331,59.0
2021-08-18,Imperial,California,6025.0,32686,745.0
2021-08-18,Inyo,California,6027.0,1509,39.0
2021-08-18,Kern,California,6029.0,118794,1441.0
2021-08-18,Kings,California,6031.0,26253,258.0
2021-08-18,Lake,California,6033.0,4943,68.0
2021-08-18,Lassen,California,6035.0,6080,26.0
2021-08-18,Los Angeles,California,6037.0,1360366,24967.0
2021-08-18,Madera,California,6039.0,18899,249.0
2021-08-18,Marin,California,6041.0,15873,240.0
2021-08-18,Mariposa,California,6043.0,678,8.0
2021-08-18,Mendocino,California,6045.0,5445,56.0
2021-08-18,Merced,California,6047.0,34572,492.0
2021-08-18,Modoc,California,6049.0,588,7.0
2021-08-18,Mono,California,6051.0,1377,5.0
2021-08-18,Monterey,California,6053.0,46746,535.0
2021-08-18,Napa,California,6055.0,11061,83.0
2021-08-18,Nevada,California,6057.0,6822,77.0
2021-08-18,Orange,California,6059.0,297163,5165.0
2021-08-18,Placer,California,6061.0,29667,312.0
2021-08-18,Plumas,California,6063.0,875,6.0
2021-08-18,Riverside,California,6065.0,331619,4689.0
2021-08-18,Sacramento,California,6067.0,127580,1834.0
2021-08-18,San Benito,California,6069.0,6591,64.0
2021-08-18,San Bernardino,California,6071.0,324147,5302.0
2021-08-18,San Diego,California,6073.0,333893,3824.0
2021-08-18,San Francisco,California,6075.0,46581,567.0
2021-08-18,San Joaquin,California,6077.0,85520,1489.0
2021-08-18,San Luis Obispo,California,6079.0,24427,273.0
2021-08-18,San Mateo,California,6081.0,47753,592.0
2021-08-18,Santa Barbara,California,6083.0,38904,475.0
2021-08-18,Santa Clara,California,6085.0,129279,1774.0
2021-08-18,Santa Cruz,California,6087.0,18415,209.0
2021-08-18,Shasta,California,6089.0,16032,250.0
2021-08-18,Sierra,California,6091.0,96,0.0
2021-08-18,Siskiyou,California,6093.0,2899,40.0
2021-08-18,Solano,California,6095.0,38431,269.0
2021-08-18,Sonoma,California,6097.0,35363,340.0
2021-08-18,Stanislaus,California,6099.0,70193,1112.0
2021-08-18,Sutter,California,6101.0,11094,130.0
2021-08-18,Tehama,California,6103.0,6290,66.0
2021-08-18,Trinity,California,6105.0,482,3.0
2021-08-18,Tulare,California,6107.0,62710,856.0
2021-08-18,Tuolumne,California,6109.0,5240,82.0
2021-08-18,Ventura,California,6111.0,91338,1053.0
2021-08-18,Yolo,California,6113.0,16501,225.0
2021-08-18,Yuba,California,6115.0,7789,51.0
2021-08-19,Alameda,California,6001.0,105228,1309.0
2021-08-19,Alpine,California,6003.0,91,0.0
2021-08-19,Amador,California,6005.0,4317,50.0
2021-08-19,Butte,California,6007.0,16851,208.0
2021-08-19,Calaveras,California,6009.0,2664,61.0
2021-08-19,Colusa,California,6011.0,2593,18.0
2021-08-19,Contra Costa,California,6013.0,84524,851.0
2021-08-19,Del Norte,California,6015.0,2376,15.0
2021-08-19,El Dorado,California,6017.0,13425,122.0
2021-08-19,Fresno,California,6019.0,120525,1759.0
2021-08-19,Glenn,California,6021.0,3263,27.0
2021-08-19,Humboldt,California,6023.0,6393,59.0
2021-08-19,Imperial,California,6025.0,32786,745.0
2021-08-19,Inyo,California,6027.0,1518,39.0
2021-08-19,Kern,California,6029.0,119277,1443.0
2021-08-19,Kings,California,6031.0,26406,258.0
2021-08-19,Lake,California,6033.0,4992,69.0
2021-08-19,Lassen,California,6035.0,6080,26.0
2021-08-19,Los Angeles,California,6037.0,1363550,25002.0
2021-08-19,Madera,California,6039.0,19069,249.0
2021-08-19,Marin,California,6041.0,15939,240.0
2021-08-19,Mariposa,California,6043.0,694,8.0
2021-08-19,Mendocino,California,6045.0,5499,56.0
2021-08-19,Merced,California,6047.0,34850,492.0
2021-08-19,Modoc,California,6049.0,588,7.0
2021-08-19,Mono,California,6051.0,1387,5.0
2021-08-19,Monterey,California,6053.0,47076,535.0
2021-08-19,Napa,California,6055.0,11127,83.0
2021-08-19,Nevada,California,6057.0,6867,79.0
2021-08-19,Orange,California,6059.0,297785,5169.0
2021-08-19,Placer,California,6061.0,30074,312.0
2021-08-19,Plumas,California,6063.0,890,6.0
2021-08-19,Riverside,California,6065.0,332950,4693.0
2021-08-19,Sacramento,California,6067.0,128405,1839.0
2021-08-19,San Benito,California,6069.0,6612,64.0
2021-08-19,San Bernardino,California,6071.0,325441,5304.0
2021-08-19,San Diego,California,6073.0,334987,3834.0
2021-08-19,San Francisco,California,6075.0,47067,568.0
2021-08-19,San Joaquin,California,6077.0,86068,1491.0
2021-08-19,San Luis Obispo,California,6079.0,24679,273.0
2021-08-19,San Mateo,California,6081.0,48115,592.0
2021-08-19,Santa Barbara,California,6083.0,39145,475.0
2021-08-19,Santa Clara,California,6085.0,129630,1774.0
2021-08-19,Santa Cruz,California,6087.0,18519,209.0
2021-08-19,Shasta,California,6089.0,16292,251.0
2021-08-19,Sierra,California,6091.0,97,0.0
2021-08-19,Siskiyou,California,6093.0,2917,40.0
2021-08-19,Solano,California,6095.0,38711,271.0
2021-08-19,Sonoma,California,6097.0,35503,344.0
2021-08-19,Stanislaus,California,6099.0,70547,1116.0
2021-08-19,Sutter,California,6101.0,11172,130.0
2021-08-19,Tehama,California,6103.0,6394,66.0
2021-08-19,Trinity,California,6105.0,503,3.0
2021-08-19,Tulare,California,6107.0,63470,856.0
2021-08-19,Tuolumne,California,6109.0,5276,82.0
2021-08-19,Ventura,California,6111.0,91806,1055.0
2021-08-19,Yolo,California,6113.0,16724,225.0
2021-08-19,Yuba,California,6115.0,7789,51.0
2021-08-20,Alameda,California,6001.0,105808,1309.0
2021-08-20,Alpine,California,6003.0,91,0.0
2021-08-20,Amador,California,6005.0,4355,50.0
2021-08-20,Butte,California,6007.0,16943,211.0
2021-08-20,Calaveras,California,6009.0,2694,61.0
2021-08-20,Colusa,California,6011.0,2600,18.0
2021-08-20,Contra Costa,California,6013.0,85053,854.0
2021-08-20,Del Norte,California,6015.0,2376,15.0
2021-08-20,El Dorado,California,6017.0,13529,122.0
2021-08-20,Fresno,California,6019.0,120949,1759.0
2021-08-20,Glenn,California,6021.0,3269,27.0
2021-08-20,Humboldt,California,6023.0,6444,61.0
2021-08-20,Imperial,California,6025.0,32830,746.0
2021-08-20,Inyo,California,6027.0,1518,39.0
2021-08-20,Kern,California,6029.0,119708,1445.0
2021-08-20,Kings,California,6031.0,26550,258.0
2021-08-20,Lake,California,6033.0,5026,69.0
2021-08-20,Lassen,California,6035.0,6080,26.0
2021-08-20,Los Angeles,California,6037.0,1377253,25032.0
2021-08-20,Madera,California,6039.0,19145,249.0
2021-08-20,Marin,California,6041.0,16001,240.0
2021-08-20,Mariposa,California,6043.0,700,10.0
2021-08-20,Mendocino,California,6045.0,5554,56.0
2021-08-20,Merced,California,6047.0,35485,499.0
2021-08-20,Modoc,California,6049.0,588,7.0
2021-08-20,Mono,California,6051.0,1391,5.0
2021-08-20,Monterey,California,6053.0,47162,541.0
2021-08-20,Napa,California,6055.0,11171,83.0
2021-08-20,Nevada,California,6057.0,6929,80.0
2021-08-20,Orange,California,6059.0,298667,5176.0
2021-08-20,Placer,California,6061.0,30286,313.0
2021-08-20,Plumas,California,6063.0,912,6.0
2021-08-20,Riverside,California,6065.0,333899,4697.0
2021-08-20,Sacramento,California,6067.0,129526,1843.0
2021-08-20,San Benito,California,6069.0,6624,64.0
2021-08-20,San Bernardino,California,6071.0,326362,5318.0
2021-08-20,San Diego,California,6073.0,336417,3839.0
2021-08-20,San Francisco,California,6075.0,47330,571.0
2021-08-20,San Joaquin,California,6077.0,86514,1491.0
2021-08-20,San Luis Obispo,California,6079.0,24831,274.0
2021-08-20,San Mateo,California,6081.0,48291,594.0
2021-08-20,Santa Barbara,California,6083.0,39239,477.0
2021-08-20,Santa Clara,California,6085.0,130136,1775.0
2021-08-20,Santa Cruz,California,6087.0,18597,209.0
2021-08-20,Shasta,California,6089.0,16405,251.0
2021-08-20,Sierra,California,6091.0,97,0.0
2021-08-20,Siskiyou,California,6093.0,2944,40.0
2021-08-20,Solano,California,6095.0,38924,273.0
2021-08-20,Sonoma,California,6097.0,35673,344.0
2021-08-20,Stanislaus,California,6099.0,70854,1117.0
2021-08-20,Sutter,California,6101.0,11243,133.0
2021-08-20,Tehama,California,6103.0,6424,66.0
2021-08-20,Trinity,California,6105.0,508,3.0
2021-08-20,Tulare,California,6107.0,63669,856.0
2021-08-20,Tuolumne,California,6109.0,5303,82.0
2021-08-20,Ventura,California,6111.0,92044,1060.0
2021-08-20,Yolo,California,6113.0,16830,225.0
2021-08-20,Yuba,California,6115.0,7860,51.0
2021-08-21,Alameda,California,6001.0,106344,1309.0
2021-08-21,Alpine,California,6003.0,91,0.0
2021-08-21,Amador,California,6005.0,4361,50.0
2021-08-21,Butte,California,6007.0,17042,211.0
2021-08-21,Calaveras,California,6009.0,2738,61.0
2021-08-21,Colusa,California,6011.0,2611,18.0
2021-08-21,Contra Costa,California,6013.0,85478,857.0
2021-08-21,Del Norte,California,6015.0,2376,15.0
2021-08-21,El Dorado,California,6017.0,13614,122.0
2021-08-21,Fresno,California,6019.0,121317,1759.0
2021-08-21,Glenn,California,6021.0,3282,27.0
2021-08-21,Humboldt,California,6023.0,6547,61.0
2021-08-21,Imperial,California,6025.0,32899,746.0
2021-08-21,Inyo,California,6027.0,1518,39.0
2021-08-21,Kern,California,6029.0,119708,1445.0
2021-08-21,Kings,California,6031.0,26663,258.0
2021-08-21,Lake,California,6033.0,5059,69.0
2021-08-21,Lassen,California,6035.0,6080,26.0
2021-08-21,Los Angeles,California,6037.0,1381117,25061.0
2021-08-21,Madera,California,6039.0,19216,249.0
2021-08-21,Marin,California,6041.0,16056,240.0
2021-08-21,Mariposa,California,6043.0,700,10.0
2021-08-21,Mendocino,California,6045.0,5605,57.0
2021-08-21,Merced,California,6047.0,35485,499.0
2021-08-21,Modoc,California,6049.0,588,7.0
2021-08-21,Mono,California,6051.0,1391,5.0
2021-08-21,Monterey,California,6053.0,47231,541.0
2021-08-21,Napa,California,6055.0,11219,83.0
2021-08-21,Nevada,California,6057.0,6987,80.0
2021-08-21,Orange,California,6059.0,298667,5179.0
2021-08-21,Placer,California,6061.0,30489,313.0
2021-08-21,Plumas,California,6063.0,924,6.0
2021-08-21,Riverside,California,6065.0,334915,4697.0
2021-08-21,Sacramento,California,6067.0,130032,1843.0
2021-08-21,San Benito,California,6069.0,6639,64.0
2021-08-21,San Bernardino,California,6071.0,327336,5322.0
2021-08-21,San Diego,California,6073.0,337937,3846.0
2021-08-21,San Francisco,California,6075.0,47542,573.0
2021-08-21,San Joaquin,California,6077.0,86886,1496.0
2021-08-21,San Luis Obispo,California,6079.0,24939,274.0
2021-08-21,San Mateo,California,6081.0,48421,594.0
2021-08-21,Santa Barbara,California,6083.0,39340,477.0
2021-08-21,Santa Clara,California,6085.0,130513,1775.0
2021-08-21,Santa Cruz,California,6087.0,18654,209.0
2021-08-21,Shasta,California,6089.0,16482,251.0
2021-08-21,Sierra,California,6091.0,97,0.0
2021-08-21,Siskiyou,California,6093.0,2944,40.0
2021-08-21,Solano,California,6095.0,39113,277.0
2021-08-21,Sonoma,California,6097.0,35856,344.0
2021-08-21,Stanislaus,California,6099.0,70854,1117.0
2021-08-21,Sutter,California,6101.0,11261,133.0
2021-08-21,Tehama,California,6103.0,6471,66.0
2021-08-21,Trinity,California,6105.0,516,3.0
2021-08-21,Tulare,California,6107.0,63839,856.0
2021-08-21,Tuolumne,California,6109.0,5331,82.0
2021-08-21,Ventura,California,6111.0,92256,1061.0
2021-08-21,Yolo,California,6113.0,16913,225.0
2021-08-21,Yuba,California,6115.0,7860,54.0
2021-08-22,Alameda,California,6001.0,106813,1309.0
2021-08-22,Alpine,California,6003.0,91,0.0
2021-08-22,Amador,California,6005.0,4376,50.0
2021-08-22,Butte,California,6007.0,17139,211.0
2021-08-22,Calaveras,California,6009.0,2765,61.0
2021-08-22,Colusa,California,6011.0,2625,18.0
2021-08-22,Contra Costa,California,6013.0,85893,857.0
2021-08-22,Del Norte,California,6015.0,2447,15.0
2021-08-22,El Dorado,California,6017.0,13709,122.0
2021-08-22,Fresno,California,6019.0,121767,1759.0
2021-08-22,Glenn,California,6021.0,3294,27.0
2021-08-22,Humboldt,California,6023.0,6644,61.0
2021-08-22,Imperial,California,6025.0,32941,747.0
2021-08-22,Inyo,California,6027.0,1518,39.0
2021-08-22,Kern,California,6029.0,119708,1445.0
2021-08-22,Kings,California,6031.0,26735,258.0
2021-08-22,Lake,California,6033.0,5090,69.0
2021-08-22,Lassen,California,6035.0,6080,26.0
2021-08-22,Los Angeles,California,6037.0,1383888,25080.0
2021-08-22,Madera,California,6039.0,19265,249.0
2021-08-22,Marin,California,6041.0,16104,240.0
2021-08-22,Mariposa,California,6043.0,700,10.0
2021-08-22,Mendocino,California,6045.0,5605,57.0
2021-08-22,Merced,California,6047.0,35485,499.0
2021-08-22,Modoc,California,6049.0,588,7.0
2021-08-22,Mono,California,6051.0,1393,5.0
2021-08-22,Monterey,California,6053.0,47310,541.0
2021-08-22,Napa,California,6055.0,11278,85.0
2021-08-22,Nevada,California,6057.0,7044,80.0
2021-08-22,Orange,California,6059.0,298667,5181.0
2021-08-22,Placer,California,6061.0,30622,314.0
2021-08-22,Plumas,California,6063.0,932,6.0
2021-08-22,Riverside,California,6065.0,335929,4697.0
2021-08-22,Sacramento,California,6067.0,130557,1843.0
2021-08-22,San Benito,California,6069.0,6673,64.0
2021-08-22,San Bernardino,California,6071.0,328257,5324.0
2021-08-22,San Diego,California,6073.0,339455,3848.0
2021-08-22,San Francisco,California,6075.0,47747,573.0
2021-08-22,San Joaquin,California,6077.0,87292,1498.0
2021-08-22,San Luis Obispo,California,6079.0,25122,274.0
2021-08-22,San Mateo,California,6081.0,48545,594.0
2021-08-22,Santa Barbara,California,6083.0,39497,478.0
2021-08-22,Santa Clara,California,6085.0,130914,1779.0
2021-08-22,Santa Cruz,California,6087.0,18716,209.0
2021-08-22,Shasta,California,6089.0,16622,251.0
2021-08-22,Sierra,California,6091.0,99,0.0
2021-08-22,Siskiyou,California,6093.0,2944,40.0
2021-08-22,Solano,California,6095.0,39322,281.0
2021-08-22,Sonoma,California,6097.0,36022,344.0
2021-08-22,Stanislaus,California,6099.0,70854,1117.0
2021-08-22,Sutter,California,6101.0,11329,133.0
2021-08-22,Tehama,California,6103.0,6498,67.0
2021-08-22,Trinity,California,6105.0,525,3.0
2021-08-22,Tulare,California,6107.0,64029,857.0
2021-08-22,Tuolumne,California,6109.0,5371,82.0
2021-08-22,Ventura,California,6111.0,92529,1063.0
2021-08-22,Yolo,California,6113.0,16999,226.0
2021-08-22,Yuba,California,6115.0,7945,54.0
2021-08-23,Alameda,California,6001.0,107071,1309.0
2021-08-23,Alpine,California,6003.0,91,0.0
2021-08-23,Amador,California,6005.0,4387,50.0
2021-08-23,Butte,California,6007.0,17216,211.0
2021-08-23,Calaveras,California,6009.0,2792,61.0
2021-08-23,Colusa,California,6011.0,2634,18.0
2021-08-23,Contra Costa,California,6013.0,86128,857.0
2021-08-23,Del Norte,California,6015.0,2601,16.0
2021-08-23,El Dorado,California,6017.0,13748,122.0
2021-08-23,Fresno,California,6019.0,122059,1759.0
2021-08-23,Glenn,California,6021.0,3318,27.0
2021-08-23,Humboldt,California,6023.0,6681,62.0
2021-08-23,Imperial,California,6025.0,32958,747.0
2021-08-23,Inyo,California,6027.0,1518,39.0
2021-08-23,Kern,California,6029.0,120857,1448.0
2021-08-23,Kings,California,6031.0,26813,258.0
2021-08-23,Lake,California,6033.0,5104,69.0
2021-08-23,Lassen,California,6035.0,6122,27.0
2021-08-23,Los Angeles,California,6037.0,1386207,25089.0
2021-08-23,Madera,California,6039.0,19318,249.0
2021-08-23,Marin,California,6041.0,16151,240.0
2021-08-23,Mariposa,California,6043.0,740,10.0
2021-08-23,Mendocino,California,6045.0,5605,57.0
2021-08-23,Merced,California,6047.0,35648,499.0
2021-08-23,Modoc,California,6049.0,588,7.0
2021-08-23,Mono,California,6051.0,1419,5.0
2021-08-23,Monterey,California,6053.0,47358,541.0
2021-08-23,Napa,California,6055.0,11298,85.0
2021-08-23,Nevada,California,6057.0,7098,81.0
2021-08-23,Orange,California,6059.0,300665,5181.0
2021-08-23,Placer,California,6061.0,30728,314.0
2021-08-23,Plumas,California,6063.0,939,6.0
2021-08-23,Riverside,California,6065.0,336679,4701.0
2021-08-23,Sacramento,California,6067.0,131037,1853.0
2021-08-23,San Benito,California,6069.0,6681,64.0
2021-08-23,San Bernardino,California,6071.0,328803,5324.0
2021-08-23,San Diego,California,6073.0,340426,3848.0
2021-08-23,San Francisco,California,6075.0,47941,573.0
2021-08-23,San Joaquin,California,6077.0,87588,1498.0
2021-08-23,San Luis Obispo,California,6079.0,25203,274.0
2021-08-23,San Mateo,California,6081.0,48681,594.0
2021-08-23,Santa Barbara,California,6083.0,39645,478.0
2021-08-23,Santa Clara,California,6085.0,131192,1779.0
2021-08-23,Santa Cruz,California,6087.0,18776,209.0
2021-08-23,Shasta,California,6089.0,16683,251.0
2021-08-23,Sierra,California,6091.0,101,0.0
2021-08-23,Siskiyou,California,6093.0,3014,40.0
2021-08-23,Solano,California,6095.0,39388,283.0
2021-08-23,Sonoma,California,6097.0,36116,344.0
2021-08-23,Stanislaus,California,6099.0,71574,1118.0
2021-08-23,Sutter,California,6101.0,11427,133.0
2021-08-23,Tehama,California,6103.0,6532,67.0
2021-08-23,Trinity,California,6105.0,527,3.0
2021-08-23,Tulare,California,6107.0,64204,856.0
2021-08-23,Tuolumne,California,6109.0,5403,83.0
2021-08-23,Ventura,California,6111.0,92762,1063.0
2021-08-23,Yolo,California,6113.0,17051,226.0
2021-08-23,Yuba,California,6115.0,8075,54.0
2021-08-24,Alameda,California,6001.0,107454,1311.0
2021-08-24,Alpine,California,6003.0,91,0.0
2021-08-24,Amador,California,6005.0,4407,50.0
2021-08-24,Butte,California,6007.0,17272,211.0
2021-08-24,Calaveras,California,6009.0,2824,61.0
2021-08-24,Colusa,California,6011.0,2639,18.0
2021-08-24,Contra Costa,California,6013.0,86408,857.0
2021-08-24,Del Norte,California,6015.0,2635,18.0
2021-08-24,El Dorado,California,6017.0,13803,122.0
2021-08-24,Fresno,California,6019.0,122447,1759.0
2021-08-24,Glenn,California,6021.0,3336,27.0
2021-08-24,Humboldt,California,6023.0,6696,62.0
2021-08-24,Imperial,California,6025.0,32976,747.0
2021-08-24,Inyo,California,6027.0,1518,39.0
2021-08-24,Kern,California,6029.0,121299,1448.0
2021-08-24,Kings,California,6031.0,26887,259.0
2021-08-24,Lake,California,6033.0,5134,69.0
2021-08-24,Lassen,California,6035.0,6122,27.0
2021-08-24,Los Angeles,California,6037.0,1388847,25114.0
2021-08-24,Madera,California,6039.0,19353,249.0
2021-08-24,Marin,California,6041.0,16185,240.0
2021-08-24,Mariposa,California,6043.0,749,10.0
2021-08-24,Mendocino,California,6045.0,5729,58.0
2021-08-24,Merced,California,6047.0,35820,502.0
2021-08-24,Modoc,California,6049.0,588,7.0
2021-08-24,Mono,California,6051.0,1419,5.0
2021-08-24,Monterey,California,6053.0,47388,542.0
2021-08-24,Napa,California,6055.0,11324,85.0
2021-08-24,Nevada,California,6057.0,7164,81.0
2021-08-24,Orange,California,6059.0,301251,5184.0
2021-08-24,Placer,California,6061.0,30873,316.0
2021-08-24,Plumas,California,6063.0,950,6.0
2021-08-24,Riverside,California,6065.0,337493,4707.0
2021-08-24,Sacramento,California,6067.0,131775,1862.0
2021-08-24,San Benito,California,6069.0,6693,64.0
2021-08-24,San Bernardino,California,6071.0,329541,5324.0
2021-08-24,San Diego,California,6073.0,341371,3848.0
2021-08-24,San Francisco,California,6075.0,48055,573.0
2021-08-24,San Joaquin,California,6077.0,87933,1499.0
2021-08-24,San Luis Obispo,California,6079.0,25270,279.0
2021-08-24,San Mateo,California,6081.0,48795,594.0
2021-08-24,Santa Barbara,California,6083.0,39727,478.0
2021-08-24,Santa Clara,California,6085.0,131492,1779.0
2021-08-24,Santa Cruz,California,6087.0,18824,209.0
2021-08-24,Shasta,California,6089.0,16742,252.0
2021-08-24,Sierra,California,6091.0,104,0.0
2021-08-24,Siskiyou,California,6093.0,3014,40.0
2021-08-24,Solano,California,6095.0,39511,283.0
2021-08-24,Sonoma,California,6097.0,36209,344.0
2021-08-24,Stanislaus,California,6099.0,71893,1120.0
2021-08-24,Sutter,California,6101.0,11439,133.0
2021-08-24,Tehama,California,6103.0,6546,67.0
2021-08-24,Trinity,California,6105.0,529,3.0
2021-08-24,Tulare,California,6107.0,64354,856.0
2021-08-24,Tuolumne,California,6109.0,5465,87.0
2021-08-24,Ventura,California,6111.0,92931,1063.0
2021-08-24,Yolo,California,6113.0,17122,226.0
2021-08-24,Yuba,California,6115.0,8075,54.0
2021-08-25,Alameda,California,6001.0,107851,1312.0
2021-08-25,Alpine,California,6003.0,92,0.0
2021-08-25,Amador,California,6005.0,4418,50.0
2021-08-25,Butte,California,6007.0,17389,214.0
2021-08-25,Calaveras,California,6009.0,2832,61.0
2021-08-25,Colusa,California,6011.0,2655,18.0
2021-08-25,Contra Costa,California,6013.0,86720,860.0
2021-08-25,Del Norte,California,6015.0,2635,18.0
2021-08-25,El Dorado,California,6017.0,13851,122.0
2021-08-25,Fresno,California,6019.0,123026,1761.0
2021-08-25,Glenn,California,6021.0,3357,27.0
2021-08-25,Humboldt,California,6023.0,6783,65.0
2021-08-25,Imperial,California,6025.0,33010,747.0
2021-08-25,Inyo,California,6027.0,1520,39.0
2021-08-25,Kern,California,6029.0,121898,1452.0
2021-08-25,Kings,California,6031.0,27051,259.0
2021-08-25,Lake,California,6033.0,5170,72.0
2021-08-25,Lassen,California,6035.0,6122,27.0
2021-08-25,Los Angeles,California,6037.0,1392067,25150.0
2021-08-25,Madera,California,6039.0,19449,249.0
2021-08-25,Marin,California,6041.0,16229,240.0
2021-08-25,Mariposa,California,6043.0,754,10.0
2021-08-25,Mendocino,California,6045.0,5796,59.0
2021-08-25,Merced,California,6047.0,36001,504.0
2021-08-25,Modoc,California,6049.0,603,7.0
2021-08-25,Mono,California,6051.0,1427,5.0
2021-08-25,Monterey,California,6053.0,47467,542.0
2021-08-25,Napa,California,6055.0,11366,85.0
2021-08-25,Nevada,California,6057.0,7215,81.0
2021-08-25,Orange,California,6059.0,301891,5190.0
2021-08-25,Placer,California,6061.0,30951,318.0
2021-08-25,Plumas,California,6063.0,969,6.0
2021-08-25,Riverside,California,6065.0,338463,4713.0
2021-08-25,Sacramento,California,6067.0,132348,1884.0
2021-08-25,San Benito,California,6069.0,6707,64.0
2021-08-25,San Bernardino,California,6071.0,330264,5328.0
2021-08-25,San Diego,California,6073.0,342658,3851.0
2021-08-25,San Francisco,California,6075.0,48120,574.0
2021-08-25,San Joaquin,California,6077.0,88151,1508.0
2021-08-25,San Luis Obispo,California,6079.0,25396,279.0
2021-08-25,San Mateo,California,6081.0,48910,594.0
2021-08-25,Santa Barbara,California,6083.0,39853,478.0
2021-08-25,Santa Clara,California,6085.0,131766,1780.0
2021-08-25,Santa Cruz,California,6087.0,18881,209.0
2021-08-25,Shasta,California,6089.0,16869,252.0
2021-08-25,Sierra,California,6091.0,104,0.0
2021-08-25,Siskiyou,California,6093.0,3107,40.0
2021-08-25,Solano,California,6095.0,39623,283.0
2021-08-25,Sonoma,California,6097.0,36289,347.0
2021-08-25,Stanislaus,California,6099.0,72186,1125.0
2021-08-25,Sutter,California,6101.0,11519,134.0
2021-08-25,Tehama,California,6103.0,6567,67.0
2021-08-25,Trinity,California,6105.0,540,3.0
2021-08-25,Tulare,California,6107.0,64686,865.0
2021-08-25,Tuolumne,California,6109.0,5506,87.0
